                   MONTHLY CLIMATOLOGICAL SUMMARY for Dec 2010


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   15.1   21.8  13:50    9.2  00:50    3.2    0.0    0.0   13.1   28.8  15:40    214
 02   15.8   19.8  14:50   12.2  00:55    2.5    0.0    0.0   22.0   42.5  17:20    111
 03   16.8   25.1  11:05   11.1  23:45    1.5    0.0    0.0   22.5   40.0  12:05    217
 04   15.2   21.1  12:05   10.6  00:05    3.2    0.0    0.0   19.8   30.6  05:25    245
 05   14.4   19.2  14:55   10.8  23:05    4.0    0.0    0.0   23.7   36.7  11:45    251
 06   11.4   16.0  13:30    7.9  22:25    7.0    0.0    0.0   17.8   30.6  00:35    232
 07   13.8   21.7  13:25    5.7  04:50    4.6    0.0    0.0   12.1   27.4  15:35    136
 08   16.7   24.9  12:00   10.5  04:15    1.6    0.0    0.0   18.4   31.3  14:55    119
 09   19.3   27.7  13:05   12.9  02:15    0.0    1.0    0.0   16.4   30.2  16:30    115
 10   19.5   26.1  11:50   13.0  05:00    0.0    1.1    0.1   13.8   32.0  15:55    161
 11   14.3   17.5  10:25   11.1  23:30    4.1    0.0   14.9   19.7   28.4  07:25    173
 12   13.4   16.7  11:25   10.9  05:00    4.9    0.0    0.0   17.6   27.0  22:30    126
 13   16.1   23.2  14:20   11.8  23:35    2.2    0.0    0.0   15.4   26.6  16:00    143
 14   13.2   17.0  15:25   11.2  23:55    5.1    0.0    0.0   18.3   27.0  16:20    134
 15   12.9   15.3  09:35   10.4  03:15    5.5    0.0    0.2   25.9   38.9  23:00    112
 16   11.3   13.2  00:05    9.1  08:00    7.1    0.0   30.8   29.0   47.9  10:45    111
 17   16.9   20.9  13:45   10.8  03:45    1.4    0.0    0.0   15.7   27.4  10:00    273
 18   20.2   20.2  00:05   20.2  00:05    0.0    1.9    0.0   14.6   29.9  21:35    107
 19   20.2   20.2  00:05   20.2  00:05    0.0    1.9    0.0   16.2   28.4  00:45    212
 20   18.5   20.2  00:05   14.2  20:55    0.0    0.2    0.0   16.4   27.0  15:15    152
 21   18.5   28.7  14:20   12.9  02:10    0.0    0.2    0.0   16.8   29.2  07:10    106
 22   22.5   30.2  11:35   17.4  05:25    0.0    4.2    0.0   11.5   24.8  16:15    186
 23   18.9   23.7  12:20   16.5  19:10    0.0    0.5    0.2   15.7   30.2  06:00    224
 24   17.5   22.2  16:05   15.3  11:35    0.8    0.0   23.8   13.5   30.6  11:35    178
 25   16.2   19.0  11:00   14.5  02:40    2.2    0.0    0.0   15.3   27.4  13:10    141
 26   18.6   24.8  13:45   14.6  23:55    0.0    0.2    0.0   18.4   29.5  09:15    114
 27   19.1   25.8  13:50   12.8  05:00    0.0    0.7    0.0   10.1   21.6  15:45    224
 28   17.4   20.1  09:30   15.2  01:45    1.0    0.0    0.1   13.9   24.5  16:05    148
 29   16.9   18.4  09:55   15.4  16:10    1.4    0.0   15.9   18.4   29.2  14:10    146
 30   14.6   15.5  00:05   13.5  23:10    3.7    0.0    0.0   19.5   29.9  17:10    132
 31   18.6   24.6  13:05   14.0  05:25    0.0    0.3    0.1   26.5   42.8  19:25     95
---------------------------------------------------------------------------------------
      16.6   30.2     22    5.7     07   67.0   12.2   86.1   17.7   47.9     16    149
    
