                   MONTHLY CLIMATOLOGICAL SUMMARY for Aug 2018


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   11.8   16.9  15:15    9.1  22:10    6.5    0.0    0.0   23.7   38.5  03:10    244
 02   10.2   14.7  13:30    7.1  07:15    8.1    0.0    0.0   13.5   21.6  01:10    226
 03   10.0   15.1  13:35    5.7  06:50    8.3    0.0    0.0   10.9   24.5  23:35    119
 04   12.4   18.3  14:25    9.0  00:10    6.0    0.0    0.0   16.1   34.6  03:50    138
 05    9.6   13.7  14:10    5.2  22:45    8.8    0.0    0.0   10.7   20.9  16:45    264
 06   10.7   18.5  16:00    4.5  01:50    7.6    0.0    0.0   14.4   33.8  14:30    307
 07    7.6   12.3  15:10    3.5  23:05   10.7    0.0    0.0   21.7   41.0  12:45    259
 08    6.6   12.1  13:50    1.8  01:40   11.7    0.0    0.0   16.3   31.0  13:20    266
 09    7.9   13.1  13:40    1.2  07:15   10.4    0.0    0.1   11.4   24.1  16:20    139
 10    7.7    8.9  01:05    5.7  11:50   10.6    0.0   41.9   20.6   46.8  10:00    229
 11    9.6   16.1  15:45    3.6  05:50    8.7    0.0    0.0   17.9   33.1  11:00    319
 12   14.6   21.8  15:05    9.8  22:50    3.7    0.0    0.0   21.0   42.5  04:20    306
 13   11.6   18.7  15:20    8.2  07:05    6.8    0.0    0.0   10.6   21.2  17:35    212
 14   10.5   15.8  13:40    7.1  23:35    7.8    0.0    0.0    9.5   18.7  17:00    206
 15    9.5   12.7  15:55    6.2  23:25    8.9    0.0    0.0    7.9   18.4  15:10    208
 16   12.1   23.2  15:40    4.6  05:25    6.2    0.0    0.0   14.3   27.0  12:35    299
 17    7.7   11.3  10:30    4.4  23:55   10.6    0.0    1.0   22.7   38.5  03:45    244
 18    8.6   17.2  16:00    0.9  06:50    9.7    0.0    0.0   13.1   23.0  11:15      8
 19   15.7   22.0  13:10    8.9  00:05    2.6    0.0    0.0   24.8   44.3  11:30    314
 20   11.4   14.8  12:35    8.6  06:35    6.9    0.0    3.0   12.2   23.0  22:10    240
 21    9.3   10.6  00:05    8.1  05:35    9.0    0.0    1.0   10.9   25.2  00:15    197
 22   10.2   14.7  15:20    6.8  00:00    8.1    0.0    1.5    9.6   16.2  15:45    200
 23   10.3   16.5  14:35    4.5  06:55    8.0    0.0    0.0   11.1   25.2  09:15    231
 24   13.7   21.7  16:00    6.9  02:25    4.6    0.0    0.0   12.1   20.9  21:20     63
 25   16.5   26.1  15:50    9.4  21:40    1.8    0.0    0.0   16.3   42.8  12:45    304
 26    8.4   12.3  01:40    2.6  23:50   10.0    0.0    0.0   22.7   39.6  15:00    259
 27    8.0   13.7  15:15    1.6  02:30   10.4    0.0    0.0   26.0   48.6  13:20    294
 28   11.3   17.4  14:30    6.7  06:45    7.1    0.0    0.0   20.8   38.2  10:40    278
 29   12.9   21.7  14:50    5.8  06:55    5.5    0.0    0.0   10.0   24.1  15:30    117
 30   16.4   24.0  14:40    8.8  04:25    2.0    0.0    0.0   13.4   29.5  20:35    103
 31   18.5   29.2  12:00   12.4  23:55    0.0    0.2    0.0   18.1   32.8  09:50    275
---------------------------------------------------------------------------------------
      11.0   29.2     31    0.9     18  227.2    0.2   48.5   15.6   48.6     27    264
    
