                   MONTHLY CLIMATOLOGICAL SUMMARY for Dec 2013


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   13.7   17.3  12:40   10.4  02:20    4.6    0.0    0.0   18.3   32.0  22:55    125
 02   17.8   24.1  14:00   12.0  02:30    0.5    0.0    0.0   23.2   32.4  06:45     86
 03   18.0   25.6  16:00   13.6  07:30    0.4    0.0    0.0   18.2   39.2  16:40    276
 04   16.8   22.1  12:45   12.7  23:55    1.5    0.0    0.0   25.2   40.0  17:55    242
 05   13.7   19.0  13:15   10.6  00:00    4.6    0.0    0.1   18.7   32.0  00:45    232
 06   12.8   19.5  11:10    8.9  02:20    5.6    0.0    2.9   14.9   27.0  12:50    243
 07   13.7   21.5  14:00    7.5  04:45    4.7    0.0    0.0   13.6   28.4  17:35    125
 08   16.4   20.9  15:45   11.2  05:05    2.0    0.0    0.0   16.9   27.0  17:50    111
 09   17.7   23.1  12:05   14.8  02:25    0.6    0.0    0.1   17.6   29.2  14:05    117
 10   15.0   16.2  00:05   12.7  23:00    3.4    0.0    5.1   20.4   32.4  12:50    117
 11   13.7   15.1  13:35   12.4  23:55    4.7    0.0    9.8   16.1   25.9  01:50    122
 12   15.3   19.9  13:25   12.1  00:55    3.0    0.0    0.0   20.0   29.2  15:30    104
 13   18.3   24.3  15:20   13.4  03:25    0.1    0.0    0.0   11.4   24.8  01:25     77
 14   18.0   23.6  13:10   14.3  03:25    0.3    0.0    0.1   10.7   25.9  16:30    138
 15   17.2   23.3  12:45   13.9  02:40    1.1    0.0    2.4   16.6   45.0  18:40    221
 16   15.6   20.5  14:15   13.0  23:40    2.7    0.0    0.0   14.8   26.6  15:00    225
 17   15.2   20.9  13:10   11.6  00:00    3.1    0.0    0.0   12.8   27.4  16:20    137
 18   15.9   21.8  14:15    8.7  04:45    2.5    0.0    0.0   13.1   25.9  17:55    148
 19   19.3   28.5  14:15   12.9  04:10    0.0    0.9    0.0   12.3   28.1  16:35    115
 20   22.3   31.2  15:05   13.3  05:05    0.0    3.9    0.0   14.9   39.6  19:50     55
 21   21.3   26.0  13:40   16.4  00:00    0.0    3.0    0.0   16.5   31.0  16:00    224
 22   19.5   25.6  14:05   14.6  05:20    0.0    1.2    0.1   12.1   25.2  14:45    139
 23   17.8   19.5  11:00   16.2  19:50    0.5    0.0    4.9   14.3   26.3  18:45    139
 24   19.4   25.7  15:10   16.1  05:25    0.0    1.1    0.2   11.7   26.3  18:50    139
 25   20.6   25.0  15:35   18.1  02:00    0.0    2.2    9.8   12.1   24.8  16:50    133
 26   19.6   22.4  14:50   17.2  23:45    0.0    1.3    0.3   17.2   31.0  04:25    209
 27   22.1   30.2  15:40   16.0  05:00    0.0    3.7   11.7   14.4   29.9  17:10     93
 28   18.6   23.0  11:15   14.5  00:00    0.0    0.3    0.0   22.4   32.0  05:55    215
 29   16.7   21.3  14:15   14.0  02:05    1.7    0.0    0.0   22.4   37.1  17:30    108
 30   21.4   30.2  14:15   15.0  04:15    0.0    3.1    0.0   12.4   23.0  17:15    187
 31   19.2   24.9  13:05   14.5  03:55    0.0    0.8    0.0   15.4   28.1  16:45    164
---------------------------------------------------------------------------------------
      17.5   31.2     20    7.5     07   47.7   21.5   47.5   16.1   45.0     15    149
    
