                   MONTHLY CLIMATOLOGICAL SUMMARY for Mar 2013


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   14.2   18.5  14:20   12.2  00:30    4.1    0.0    0.0   13.8   24.5  17:05    138
 02   16.3   23.9  13:35   10.1  05:55    2.0    0.0    0.0    9.6   21.2  15:55    171
 03   17.8   27.2  13:50   10.3  06:15    0.5    0.0    0.0   11.1   25.9  16:05    132
 04   22.0   32.2  15:05   14.7  03:30    0.0    3.6    0.0   12.9   23.4  18:15     95
 05   24.9   36.1  12:25   18.5  23:20    0.0    6.6    0.0   17.0   34.6  14:30    254
 06   20.4   29.0  13:45   16.3  05:35    0.0    2.0    0.0   11.4   33.5  17:05    183
 07   18.6   25.2  14:35   13.6  06:20    0.0    0.2    0.0   10.1   27.0  15:25    158
 08   19.4   26.6  11:30   15.4  23:50    0.0    1.1    0.0   18.0   34.6  15:00    225
 09   15.0   19.3  11:20   11.8  21:25    3.3    0.0    0.0   22.0   36.7  00:15    219
 10   15.7   21.7  13:20   10.8  06:10    2.7    0.0    0.0   20.2   35.6  17:25    110
 11   18.5   26.3  12:30   13.0  02:40    0.0    0.1    0.0   25.1   42.1  21:45     98
 12   22.1   33.0  14:50   13.7  06:20    0.0    3.8    0.0   10.8   24.1  01:30    105
 13   19.2   24.5  12:35   14.7  02:05    0.0    0.9    0.0   18.3   37.4  23:30    131
 14   20.1   27.6  13:25   15.0  05:05    0.0    1.7    0.0   27.0   44.6  21:15     95
 15   21.6   36.5  14:50   15.5  02:00    0.0    3.3    0.0   19.8   36.7  19:35    280
 16   18.2   24.6  12:40   14.2  06:05    0.1    0.0    0.0   19.1   38.5  15:45    243
 17   19.1   27.8  14:55   13.5  05:25    0.0    0.8    0.0   10.0   20.9  16:15    182
 18   18.3   25.3  14:55   13.1  06:15    0.0    0.0    0.0   12.4   29.5  17:50    211
 19   15.8   21.4  13:30    9.5  23:10    2.5    0.0    0.0   21.9   40.0  05:10    234
 20   17.8   27.9  15:15    9.7  03:40    0.5    0.0    0.0    8.6   19.1  17:20     48
 21   22.7   36.8  14:20   13.8  04:45    0.0    4.4    0.0   12.9   27.7  18:20    254
 22   21.5   34.6  14:45   13.2  03:25    0.0    3.1    0.0   10.2   23.0  23:05    184
 23   16.5   21.0  13:00   13.8  21:20    1.8    0.0    0.4   19.1   37.1  13:05    220
 24   14.5   16.9  14:40   13.5  04:15    3.8    0.0   19.6   13.7   27.4  16:25    160
 25   14.9   16.8  15:25   13.4  05:35    3.4    0.0    0.0   19.2   30.6  14:30    119
 26   19.3   26.5  13:25   14.9  02:45    0.0    0.9    0.0   29.0   42.1  19:50     88
 27   20.8   28.2  15:50   16.3  04:35    0.0    2.5    0.0   17.6   34.6  11:40      9
 28   22.5   32.2  13:15   16.5  21:15    0.0    4.1    1.0   19.4   38.2  01:20    300
 29   15.2   17.0  00:15   13.8  05:25    3.1    0.0   47.7   14.6   25.2  16:50    224
 30   13.8   14.5  02:45   13.1  11:00    4.5    0.0   33.8   24.1   36.4  09:10    152
 31   15.8   18.3  22:55   13.7  06:40    2.5    0.0   21.5   23.9   34.2  21:50     98
---------------------------------------------------------------------------------------
      18.5   36.8     21    9.5     19   34.9   39.2  124.0   16.9   44.6     14    150
    
