                   MONTHLY CLIMATOLOGICAL SUMMARY for Mar 2017


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   20.6   25.5  14:10   16.8  23:55    0.0    2.3    0.0   18.0   30.2  02:25    175
 02   21.6   30.6  15:20   16.7  03:00    0.0    3.2    0.0   14.1   27.4  08:10     81
 03   19.4   23.1  11:15   15.9  21:05    0.0    1.1    0.0   18.1   31.3  09:20    203
 04   18.7   23.6  14:45   16.0  05:30    0.0    0.4    0.0   14.3   27.0  16:20    129
 05   17.8   23.0  15:30   13.6  23:30    0.5    0.0    0.0   14.6   26.3  03:20    196
 06   20.0   30.0  13:00   13.1  04:00    0.0    1.7    0.0   11.1   25.6  17:50    196
 07   19.3   26.3  12:45   14.2  04:25    0.0    1.0    0.0   13.4   25.9  16:15    103
 08   20.5   28.0  12:50   16.8  20:25    0.0    2.1    0.3   13.4   31.7  16:50    209
 09   14.5   17.8  00:05   10.4  23:15    3.8    0.0    7.7   15.0   32.4  06:25    157
 10   15.7   22.0  14:35   10.6  02:50    2.7    0.0    1.0   23.4   40.7  21:40     81
 11   21.3   34.6  15:05   11.4  05:35    0.0    3.0    0.0   22.4   37.8  16:20    259
 12   15.8   18.5  08:40   13.7  22:45    2.5    0.0    0.1   20.3   47.5  00:50    200
 13   15.8   20.2  14:00   13.6  00:40    2.6    0.0    2.4   16.4   25.9  16:10    120
 14   20.3   29.9  15:20   16.0  00:05    0.0    2.0    0.6   15.8   33.8  20:20     56
 15   16.7   21.5  12:30   12.3  23:55    1.6    0.0   14.4   21.4   36.0  06:55    215
 16   16.9   26.4  16:05    8.6  05:25    1.4    0.0    0.0    9.6   18.7  16:35    292
 17   23.0   35.4  15:40   14.7  00:40    0.0    4.6    0.0   14.5   38.5  12:50    291
 18   17.4   22.6  13:15   13.6  03:55    0.9    0.0    0.0   17.0   34.6  12:35    208
 19   15.4   18.2  13:15   14.1  08:00    2.9    0.0    0.0   17.2   28.8  21:55    110
 20   19.3   28.2  15:45   14.1  01:05    0.0    1.0    0.0   11.1   19.8  01:30     70
 21   23.9   33.5  15:00   14.6  06:10    0.0    5.6    0.0   10.3   25.2  21:45    244
 22   26.1   35.3  15:15   18.0  04:55    0.0    7.8    0.0   13.1   24.5  15:55    291
 23   22.5   33.5  13:05   14.9  23:30    0.0    4.2    0.5   15.1   30.6  22:55    248
 24   13.1   15.7  02:55   11.2  23:30    5.2    0.0   12.5   19.1   33.1  07:30    223
 25   12.6   17.9  15:10    9.6  04:20    5.8    0.0    1.0   12.2   22.7  09:05    196
 26   16.3   25.0  15:55    9.1  04:40    2.1    0.0    0.0    9.9   19.1  08:45    349
 27   17.3   25.1  14:40   11.6  23:40    1.1    0.0    0.0   11.3   22.7  16:15    203
 28   15.2   20.9  12:20   11.1  02:20    3.1    0.0    0.0   13.8   27.4  16:05    217
 29   16.7   24.8  15:05    9.9  03:50    1.6    0.0    0.0   11.5   24.1  16:00     75
 30   25.4   36.7  15:15   14.9  00:10    0.0    7.1    0.0   15.7   31.3  14:55    299
 31   21.9   32.6  13:25   15.2  23:35    0.0    3.6    0.0   12.1   22.0  10:55    229
---------------------------------------------------------------------------------------
      18.7   36.7     30    8.6     16   37.8   50.5   40.5   15.0   47.5     12    179
    
