                   MONTHLY CLIMATOLOGICAL SUMMARY for Sep 2017


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   11.2   17.5  14:30    6.7  02:00    7.1    0.0    0.0   13.0   20.5  17:40    171
 02   13.9   22.8  14:15    7.4  06:50    4.5    0.0    0.0   12.1   19.1  09:00    246
 03   13.4   20.1  14:15    8.1  06:30    5.0    0.0    0.0   12.5   25.2  22:10    112
 04   20.1   30.7  15:25    8.2  03:45    0.0    1.7    0.0   20.1   42.8  12:45    325
 05   20.0   29.7  12:10   12.4  23:50    0.0    1.6    0.0   26.1   47.9  09:00    284
 06   13.9   19.5  14:35   10.7  06:10    4.4    0.0    0.0   11.1   21.2  13:10    118
 07   15.7   26.9  14:20    8.3  04:05    2.6    0.0    0.0   16.9   33.1  14:25    263
 08   14.7   24.1  13:50    8.7  05:50    3.6    0.0    0.0   10.3   25.6  15:10    177
 09   14.0   18.3  13:40   10.6  01:00    4.3    0.0    0.0   12.3   23.0  16:40    134
 10   15.6   21.0  12:35   11.1  04:00    2.7    0.0    0.0   16.0   26.6  15:30    100
 11   16.9   28.0  13:30   11.5  23:40    1.4    0.0    0.0   14.9   28.8  13:50    244
 12   16.1   22.0  14:05   11.1  00:25    2.2    0.0    0.0   11.7   22.0  03:10    119
 13   13.4   16.1  00:05   10.5  19:15    5.0    0.0    0.0   15.5   29.9  13:20    213
 14   12.1   15.4  12:30    8.9  00:00    6.2    0.0    0.0   14.0   23.8  00:45    202
 15   14.9   20.8  13:20    8.5  01:05    3.5    0.0    0.2   19.0   31.0  19:50     98
 16   11.7   15.0  02:00    9.7  18:40    6.6    0.0   49.8   20.1   45.4  08:25    134
 17   11.5   15.0  15:40    9.5  00:25    6.8    0.0    0.0   21.0   33.8  22:50     95
 18   15.9   22.8  15:45   11.4  04:50    2.4    0.0    0.0   14.3   31.3  00:35     58
 19   14.1   18.2  12:30   10.9  23:45    4.2    0.0    2.0   17.1   35.3  09:15    204
 20   13.6   17.3  13:10   11.2  00:05    4.7    0.0    0.0   23.8   39.2  20:05     87
 21   18.9   26.3  12:55   12.7  02:40    0.0    0.5    0.0   14.9   33.8  00:05     35
 22   13.3   25.1  00:45   10.1  23:35    5.0    0.0    0.0   21.3   39.6  21:50    213
 23    9.2   11.9  13:35    7.6  06:10    9.1    0.0    1.5   21.2   32.0  20:00    143
 24   15.6   24.1  14:40    8.3  05:25    2.7    0.0    0.0   18.4   34.6  01:10     15
 25   12.6   18.3  13:10    7.5  23:20    5.7    0.0    0.0   24.1   41.8  22:50    220
 26    9.9   16.4  14:35    6.5  04:45    8.4    0.0    0.0   22.2   34.2  08:20    246
 27    9.8   16.3  12:40    4.2  03:20    8.6    0.0    0.0   19.1   33.8  17:05    229
 28   13.1   20.3  13:20    8.0  03:15    5.2    0.0    0.0   21.9   38.2  09:00     76
 29   14.2   22.6  11:35    7.3  06:10    4.2    0.0    0.0   18.4   41.4  15:10    221
 30   13.2   19.6  13:30    7.8  06:15    5.1    0.0    0.0   14.9   29.2  16:00    128
---------------------------------------------------------------------------------------
      14.1   30.7     04    4.2     27  131.3    3.9   53.5   17.3   47.9     05    162
    
