                   MONTHLY CLIMATOLOGICAL SUMMARY for May 2021


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   12.9   20.2  15:25    6.7  07:40    5.5    0.0    0.0    9.7   19.4  00:35    275
 02   15.6   23.3  15:20   10.0  05:15    2.8    0.0    0.0    9.8   22.3  17:00     50
 03   18.6   26.4  15:15   11.3  05:40    0.0    0.2    8.0   13.1   28.8  11:55    350
 04   19.3   27.2  14:35   13.4  06:20    0.0    1.0    0.0   14.3   28.4  12:00    299
 05   17.2   24.4  14:20   13.4  02:15    1.1    0.0    0.0   10.2   46.8  16:30    339
 06   15.9   21.5  13:50   12.9  03:50    2.4    0.0    0.0   17.4   35.3  15:45     99
 07   17.1   25.4  13:55   11.8  23:25    1.2    0.0   14.0   14.8   40.3  17:55    345
 08   13.3   16.8  11:40   11.0  01:40    5.0    0.0    0.0   22.4   36.4  14:10    276
 09   13.6   19.2  16:10    8.9  07:30    4.8    0.0    0.0   18.9   35.6  10:15    284
 10   15.6   21.9  15:35   11.5  07:15    2.8    0.0    0.0   15.1   28.1  10:50    268
 11   15.5   24.5  15:10    9.8  07:25    2.9    0.0    0.0   11.3   27.0  15:30    278
 12   12.6   18.4  14:25    8.5  06:45    5.7    0.0    0.0   11.2   23.4  13:30    234
 13   14.9   23.7  13:45    8.3  04:45    3.4    0.0    0.0   13.3   31.7  12:40    284
 14   17.8   28.3  15:00    9.3  04:40    0.5    0.0    0.0   10.6   32.8  12:05    327
 15   16.1   22.5  13:35   11.7  21:25    2.2    0.0    0.0   10.9   22.7  12:55    239
 16   11.7   15.1  15:15    9.3  20:40    6.6    0.0    0.0   17.8   31.7  11:30    248
 17   10.1   16.4  15:45    3.9  05:40    8.2    0.0    0.0   11.3   23.8  11:05    288
 18   13.7   21.9  15:40    6.5  06:50    4.6    0.0    0.0   14.7   34.9  13:30    331
 19   20.2   27.3  14:10   12.3  03:30    0.0    1.9    0.0   19.5   40.0  14:20    324
 20   18.2   26.1  12:45    8.0  19:15    0.1    0.0    0.0   27.7   60.5  18:40    307
 21   10.8   15.1  12:00    7.3  22:10    7.5    0.0    0.0   26.6   50.8  11:45    282
 22   10.0   16.1  15:20    4.1  07:15    8.4    0.0    0.0   11.1   24.5  22:50    313
 23   13.4   22.2  15:50    4.5  07:50    5.0    0.0    0.0   14.2   27.4  12:55    339
 24   19.6   27.0  14:45   12.7  01:05    0.0    1.2    0.0   22.3   38.9  13:40    325
 25   18.3   24.7  14:40   13.9  21:50    0.0    0.0    0.0   14.4   33.1  12:15    304
 26   13.9   18.2  13:10   10.0  21:45    4.5    0.0    0.0    8.8   15.5  17:30    162
 27   15.5   23.4  13:45    9.0  05:15    2.9    0.0    0.0   14.1   32.8  14:05    288
 28   13.4   20.3  14:50    6.5  05:40    4.9    0.0    0.0   15.2   31.3  13:50    276
 29   12.2   18.2  15:25    7.0  05:35    6.1    0.0    0.0   21.2   37.4  13:40    277
 30   10.1   15.4  15:10    7.4  05:05    8.3    0.0    0.0   11.2   26.6  00:05    210
 31   10.7   16.7  15:25    5.4  07:15    7.6    0.0    0.0   14.4   23.4  00:50    305
---------------------------------------------------------------------------------------
      14.8   28.3     14    3.9     17  114.9    4.3   22.0   15.1   60.5     20    296
    
