                   MONTHLY CLIMATOLOGICAL SUMMARY for Oct 2015


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   10.7   12.8  12:40    9.4  23:55    7.6    0.0   17.2   18.5   36.4  01:20    179
 02   14.7   22.9  15:20    9.6  00:05    3.7    0.0   21.2   14.7   28.1  15:00    326
 03   15.1   21.6  14:35   11.0  23:35    3.2    0.0    0.0    9.4   20.5  17:20    173
 04   18.1   26.9  14:30   10.1  01:55    0.3    0.0    0.0   12.0   42.8  22:35    118
 05   13.6   17.4  11:15   10.2  00:00    4.7    0.0    0.0   17.3   38.2  00:10    206
 06   16.3   24.8  14:55    7.8  05:25    2.1    0.0    0.0    7.5   14.8  07:30     64
 07   17.3   25.5  12:15   10.2  05:55    1.0    0.0    0.0    8.1   19.4  17:00    164
 08   16.6   24.8  12:05    9.9  04:10    1.7    0.0    0.0   12.3   24.8  18:25    207
 09   15.3   20.6  13:55   12.0  01:45    3.0    0.0    0.0   10.6   24.1  16:15    126
 10   15.3   24.1  09:45   11.1  23:40    3.1    0.0    0.0   24.0   47.2  18:40    249
 11   13.7   20.3  14:35    9.8  03:30    4.6    0.0    0.0   16.2   27.7  01:30    216
 12   17.1   28.8  13:25   11.5  23:35    1.2    0.0    0.0   14.7   27.7  02:15    175
 13   13.5   17.4  14:00    9.9  23:50    4.9    0.0    0.0   14.0   34.6  16:45    214
 14   13.9   18.2  11:50    8.3  02:50    4.4    0.0    0.0   14.3   29.2  19:00    115
 15   12.8   16.3  11:55    9.4  23:25    5.5    0.0    0.0   23.5   40.7  10:45    239
 16   12.9   19.6  13:50    6.2  05:25    5.5    0.0    0.0   13.9   29.2  15:30    121
 17   19.6   30.1  15:20   11.0  03:05    0.0    1.3    0.0   14.0   25.2  13:30     39
 18   18.0   22.3  11:35   14.6  20:45    0.4    0.0    0.0   16.0   28.1  13:55    196
 19   19.4   26.9  15:40   15.0  03:35    0.0    1.0    0.0   13.0   21.6  08:45    122
 20   23.7   33.7  14:10   15.7  04:45    0.0    5.3    0.0   12.7   42.1  19:55     23
 21   16.9   21.8  12:25   13.4  23:50    1.4    0.0    0.2   19.4   39.2  18:10    215
 22   14.0   17.8  13:45   12.0  05:40    4.3    0.0    4.8   16.0   25.6  17:55    128
 23   14.3   18.7  12:55   10.3  05:55    4.0    0.0    0.0   13.9   25.6  17:00    104
 24   19.3   26.2  13:55   13.8  00:05    0.0    1.0    0.0   22.0   29.9  10:45     70
 25   19.9   29.5  09:45   14.7  23:50    0.0    1.5    0.0   19.6   38.5  15:10    229
 26   14.6   16.3  16:10   13.0  20:10    3.8    0.0    0.2   16.1   26.3  14:30    134
 27   16.7   24.4  14:55   11.7  03:55    1.6    0.0    6.8   24.8   37.1  09:10     80
 28   23.0   34.1  12:45   11.7  02:45    0.0    4.6    0.0   11.2   20.2  09:40    337
 29   17.8   23.5  12:55   12.1  04:40    0.6    0.0    0.0   13.6   25.2  15:00    175
 30   17.4   22.7  13:35   14.6  22:50    0.9    0.0    0.0   13.2   26.3  14:35    201
 31   15.1   18.8  10:55   13.0  04:55    3.2    0.0    0.1   15.5   24.5  17:25    173
---------------------------------------------------------------------------------------
      16.3   34.1     28    6.2     16   76.6   14.8   50.5   15.2   47.2     10    171
    
