                   MONTHLY CLIMATOLOGICAL SUMMARY for Sep 2015


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   11.3   14.8  13:55    9.5  06:15    7.0    0.0    4.9   27.5   47.2  13:40    269
 02    9.5   11.6  13:40    8.5  23:45    8.9    0.0    1.9   23.8   34.6  01:25    246
 03    9.7   13.9  13:40    6.8  23:25    8.6    0.0    0.0   11.5   21.6  14:15    188
 04   11.8   18.3  15:00    6.7  00:45    6.6    0.0    0.0   17.0   31.0  10:10     81
 05   14.8   23.2  15:25    8.1  05:35    3.6    0.0    0.0    9.6   19.1  00:10    326
 06   17.6   24.9  14:30   11.0  02:40    0.8    0.0    0.0   13.3   29.2  10:15    345
 07   14.1   20.6  08:45   10.3  19:40    4.2    0.0    0.1   16.5   27.0  13:15    229
 08   11.3   16.8  13:15    7.1  22:30    7.0    0.0    1.9   14.9   24.1  09:00    213
 09   14.3   22.7  15:10    7.4  05:30    4.0    0.0    0.0   11.7   25.2  10:45    313
 10   12.4   16.8  13:00    9.5  00:00    5.9    0.0    0.0   18.0   38.9  19:55    212
 11    9.1   12.2  12:25    6.2  23:45    9.3    0.0    0.0   15.9   27.4  07:05    151
 12   11.5   18.0  12:50    6.7  00:05    6.8    0.0    0.0   15.3   24.1  16:00     93
 13   12.4   18.4  13:45    8.8  05:40    5.9    0.0    0.1   18.5   34.9  20:20     90
 14   19.0   29.8  14:35    7.4  04:40    0.0    0.6    1.9   15.2   29.9  11:55    328
 15   18.2   24.0  09:30   12.9  22:05    0.1    0.0    0.0   19.7   41.8  19:25    236
 16   13.4   18.2  11:30   10.8  22:35    4.9    0.0    0.0   16.0   27.4  08:55    227
 17    9.6   12.0  09:55    5.9  23:15    8.7    0.0    0.0   15.7   30.6  12:00    196
 18    9.0   12.6  12:30    6.3  02:00    9.3    0.0    0.0    9.6   24.1  14:45    146
 19   11.1   15.9  14:20    7.5  05:20    7.3    0.0    0.0   17.4   30.2  21:20     84
 20   15.1   26.0  14:05    8.1  05:00    3.2    0.0    0.5   15.6   33.1  20:05    356
 21   15.9   22.9  12:25   10.8  22:10    2.5    0.0   12.5   14.3   29.5  03:25    250
 22   13.0   19.4  13:20    9.3  23:30    5.3    0.0    0.0   14.0   25.9  06:10    203
 23   16.1   26.5  13:50    9.3  00:10    2.2    0.0    0.0   13.7   27.4  16:35    245
 24   18.8   30.5  13:45   10.9  05:55    0.0    0.4    0.0   11.5   27.7  16:20    210
 25   17.6   27.6  12:50   12.2  03:45    0.8    0.0    0.0    9.1   29.2  15:35    174
 26   14.3   16.2  13:20   13.0  05:00    4.0    0.0    0.0   11.7   29.2  20:30    127
 27   15.2   23.3  13:35   11.1  23:05    3.1    0.0    0.0   16.2   37.1  16:30    161
 28   13.2   20.2  14:50    8.7  23:40    5.1    0.0    0.0   18.3   45.0  10:40    268
 29   14.2   21.3  13:20    8.4  02:15    4.1    0.0    0.0   11.4   24.1  15:50    120
 30   12.1   14.4  01:00    9.6  21:40    6.3    0.0    0.6   15.8   27.0  12:30    216
---------------------------------------------------------------------------------------
      13.5   30.5     24    5.9     17  145.5    1.1   24.4   15.3   47.2     01    208
    
