                   MONTHLY CLIMATOLOGICAL SUMMARY for May 2012


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   13.8   17.4  10:40    8.9  22:35    4.5    0.0    0.0   15.8   28.4  09:15    211
 02   15.1   21.8  15:45    9.2  00:05    3.3    0.0    0.0   12.8   28.1  13:05    340
 03   15.3   21.5  12:45   10.5  05:35    3.0    0.0    0.0    9.3   24.8  09:40    211
 04   12.3   17.1  14:35    9.6  19:00    6.1    0.0    0.0   11.8   22.3  13:00    225
 05   11.9   17.4  14:10    7.8  07:00    6.5    0.0    0.0    9.8   20.2  11:40    222
 06   13.8   20.8  14:05    8.7  02:30    4.6    0.0    0.0    8.3   16.9  16:50    120
 07   15.2   20.4  14:25    9.9  05:50    3.1    0.0    0.0   12.5   25.9  21:15    113
 08   19.6   28.0  13:50   11.0  06:15    0.0    1.3    0.0   13.8   31.3  11:35    327
 09   23.7   30.7  14:30   16.6  07:50    0.0    5.4    0.0   15.3   34.2  10:55    321
 10   17.0   22.3  00:20   11.9  00:00    1.3    0.0    0.0   15.2   25.9  13:40    238
 11   14.8   19.9  13:00   10.8  00:50    3.5    0.0    0.0   12.8   25.2  11:50    108
 12   17.6   26.5  14:05   12.0  07:00    0.8    0.0    0.0   11.2   20.9  14:20    306
 13   15.1   21.6  14:15   10.7  07:25    3.2    0.0    0.1    9.8   32.0  17:45    254
 14   12.1   13.7  12:35   10.0  22:50    6.3    0.0    4.9   14.8   27.4  15:15    251
 15   12.1   16.8  16:00    8.4  06:10    6.3    0.0    0.0    8.2   15.5  10:00    299
 16   13.8   21.8  14:25    6.9  06:25    4.5    0.0    0.0   11.6   22.7  10:55    312
 17   17.1   24.0  14:20   10.0  04:15    1.2    0.0    0.0   22.0   35.3  22:35    322
 18   11.4   18.3  00:20    7.1  23:25    6.9    0.0    0.0   23.2   45.4  15:40    244
 19    8.3   13.5  14:00    4.0  07:00   10.0    0.0    0.0   16.9   31.7  11:30    287
 20    8.5   14.6  14:35    2.1  04:20    9.8    0.0    0.0   21.1   38.9  13:15    294
 21    9.8   15.5  15:15    5.3  02:05    8.5    0.0    0.0   13.6   24.5  10:45    300
 22   14.4   22.0  15:25    5.8  04:00    3.9    0.0    0.0   23.2   39.6  12:35    327
 23   17.8   25.0  15:20   12.0  22:50    0.5    0.0    0.0   21.9   43.9  12:10    316
 24   13.5   18.8  13:25    6.6  07:05    4.8    0.0    0.0   11.2   29.2  20:15     87
 25   15.4   23.6  13:55   11.9  05:35    2.9    0.0    0.0   14.2   24.8  23:30    289
 26   12.1   16.2  14:05    8.9  22:55    6.2    0.0    0.0   14.1   23.4  11:10    239
 27   11.8   17.4  14:05    7.4  07:15    6.5    0.0    0.0    7.7   22.0  15:50    138
 28   14.8   23.1  14:55    9.8  07:20    3.6    0.0    0.0   13.0   25.2  11:10    352
 29   16.4   24.3  11:55   10.6  00:00    2.0    0.0    0.0   20.4   33.1  10:55    271
 30   10.8   15.9  13:35    8.2  21:25    7.5    0.0    0.0   13.1   22.3  00:45    250
 31   11.0   18.1  13:00    4.2  06:30    7.4    0.0    0.0    9.3   16.2  00:10    348
---------------------------------------------------------------------------------------
      14.1   30.7     09    2.1     20  138.7    6.7    5.0   14.1   45.4     18    286
    
