                   MONTHLY CLIMATOLOGICAL SUMMARY for Feb 2021


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01   15.0   18.0  01:00   11.1  22:45    3.3    0.0    4.0   18.9   36.7  03:20    195
 02   19.3   28.0  17:15   11.9  05:45    0.0    1.0    0.0   18.4   37.4  07:30     81
 03   24.2   34.0  14:35   17.6  00:00    0.0    5.9    0.0   17.1   27.7  15:55    247
 04   18.8   24.7  11:40   16.2  06:15    0.0    0.5    0.0   14.5   28.1  15:05    151
 05   17.5   19.6  15:45   15.5  02:05    0.8    0.0    0.0   16.8   24.8  12:05    117
 06   21.5   28.9  15:40   17.4  00:00    0.0    3.2    0.0   13.4   28.1  18:05    109
 07   18.7   25.7  14:35   15.3  04:55    0.0    0.3    0.0   17.0   33.8  17:35    217
 08   18.5   24.7  12:55   14.0  05:40    0.0    0.1    0.0   14.3   27.7  15:05    216
 09   20.9   29.5  14:15   14.3  02:50    0.0    2.5    3.0   12.3   31.3  16:20    133
 10   22.4   29.9  13:40   18.1  00:15    0.0    4.1    0.0   13.6   24.1  16:25    114
 11   25.2   33.8  16:00   19.4  07:10    0.0    6.9    0.0    8.9   19.8  17:55    102
 12   27.1   36.1  13:35   19.3  00:00    0.0    8.8    0.0   11.6   25.9  16:10    188
 13   24.1   32.9  15:20   19.1  01:10    0.0    5.7    0.0   15.1   29.5  15:40    210
 14   21.5   27.4  14:50   18.1  00:00    0.0    3.2    0.0   13.4   28.1  16:05    191
 15   15.4   18.1  00:05   13.2  23:40    2.9    0.0    0.0   25.0   40.7  08:25    227
 16   13.7   16.2  16:45   12.3  06:40    4.6    0.0   10.0   14.4   26.3  13:15    135
 17   19.2   29.6  17:15   12.2  04:15    0.0    0.8    0.0   13.1   24.5  17:40     83
 18   18.8   23.4  13:15   15.1  06:20    0.0    0.4    0.0   19.7   32.8  16:55    206
 19   17.7   22.3  15:20   15.2  06:10    0.6    0.0    0.0   14.4   28.1  17:00    126
 20   17.7   23.1  14:35   14.8  21:20    0.6    0.0    0.0   16.5   29.9  15:40    221
 21   16.5   21.6  15:20   13.5  22:15    1.8    0.0    0.0   19.3   37.8  17:50    227
 22   17.9   25.8  14:50   11.3  06:50    0.4    0.0    0.0   13.3   29.2  17:00    119
 23   19.0   26.4  14:10   14.2  06:55    0.0    0.7    0.0   15.1   31.7  15:55    212
 24   18.0   25.5  14:35   12.5  07:05    0.3    0.0    0.0   10.2   25.9  16:25    198
 25   16.3   21.3  15:45   13.1  23:10    2.0    0.0    5.0   13.1   29.2  17:50    213
 26   15.5   19.2  16:50   12.2  23:55    2.8    0.0    0.0   13.8   25.2  13:20    191
 27   16.3   22.4  14:45   12.0  00:55    2.0    0.0    0.0   16.5   29.5  13:40    115
 28   20.9   27.9  13:35   16.5  06:40    0.0    2.6    0.0   23.2   40.0  22:45     94
---------------------------------------------------------------------------------------
      19.2   36.1     12   11.1     01   22.4   46.8   22.0   15.5   40.7     15    169
    
