                   MONTHLY CLIMATOLOGICAL SUMMARY for Aug 2015


NAME: Woodlands Farm, N2, Grahamstown, EC, South Africa                  
ELEV: 652 meters    LAT: 33-16.40 S    LONG: 026-37.40 E


                   TEMPERATURE (°C), RAIN (mm), WIND SPEED (km/h)

                                         HEAT   COOL         AVG
      MEAN                               DEG    DEG          WIND                   DOM
DAY   TEMP   HIGH   TIME    LOW   TIME   DAYS   DAYS   RAIN  SPEED   HIGH   TIME    DIR
---------------------------------------------------------------------------------------
 01    8.6   16.3  14:35    1.5  02:05    9.7    0.0    0.0   13.8   31.0  12:50    289
 02   13.5   21.7  14:45    4.8  04:05    4.8    0.0    0.0   17.3   35.3  13:55    312
 03   17.0   23.8  14:15   12.4  06:55    1.3    0.0    0.0   23.4   41.0  13:55    316
 04   14.6   19.2  14:10    7.8  06:50    3.8    0.0    0.0   22.6   47.2  11:35    283
 05   10.7   15.9  15:10    4.6  23:55    7.6    0.0    0.0   24.6   44.6  00:25    265
 06   12.3   21.8  14:45    4.5  01:25    6.0    0.0    0.0    9.9   19.4  22:30    359
 07   18.6   26.5  14:50   10.2  04:20    0.0    0.3    0.0   16.7   28.4  11:55    313
 08   18.4   27.0  13:25    9.9  23:55    0.0    0.0    0.0   17.1   27.7  10:55    282
 09    9.7   13.4  13:35    7.0  21:45    8.6    0.0    0.0   22.8   40.7  10:55    236
 10    8.3   13.9  14:30    3.7  07:20   10.0    0.0    0.0   14.1   23.4  00:10    247
 11    8.7   16.1  15:20    2.8  02:05    9.7    0.0    0.0    9.3   20.2  16:25     72
 12   10.7   15.5  23:05    5.4  05:25    7.6    0.0    0.0   12.6   22.3  14:20    323
 13   13.3   18.0  14:40    8.8  07:00    5.0    0.0    0.0   19.8   45.4  11:05    276
 14   11.6   18.3  14:30    6.5  01:00    6.7    0.0    0.0   15.7   26.6  21:50    257
 15   15.3   27.3  13:30    8.2  22:20    3.0    0.0    0.0   16.0   42.5  13:35    292
 16   12.0   15.7  12:05    7.5  02:10    6.3    0.0    0.0   11.2   20.5  14:40    163
 17   13.6   16.6  15:40   11.5  21:50    4.7    0.0    0.0   10.7   24.8  02:10    101
 18   12.9   18.9  14:20    8.3  04:55    5.5    0.0    0.0   10.7   21.2  17:40    248
 19   12.6   14.9  12:50   11.4  04:25    5.8    0.0    0.0   16.0   27.4  17:50    134
 20   11.7   12.8  23:25   10.7  06:50    6.6    0.0    0.6   16.6   24.1  12:55    101
 21   12.5   16.1  14:00    9.5  23:40    5.9    0.0   15.4   10.1   17.3  06:55    170
 22   13.6   19.3  14:40    9.5  03:20    4.7    0.0    0.0   13.8   29.2  20:10     79
 23   13.8   18.9  14:30   10.1  05:25    4.5    0.0    0.0    8.5   25.9  10:25    324
 24   20.6   27.6  14:10   14.3  07:00    0.0    2.3    0.0   14.1   30.6  11:55    350
 25   16.1   26.9  13:10   10.2  07:05    2.2    0.0    0.0    9.9   24.8  15:50    164
 26   14.6   19.7  13:50   12.6  23:00    3.7    0.0    0.1    8.5   18.4  14:15    292
 27   15.3   18.5  12:40   11.3  02:00    3.1    0.0    2.0   10.5   29.9  07:15    325
 28   15.9   20.6  13:15   12.2  05:05    2.5    0.0    3.1   11.3   25.9  18:15    214
 29   13.0   17.1  12:40   10.0  04:30    5.3    0.0    4.8   10.1   22.3  15:40    166
 30   13.7   15.2  13:20   12.2  01:45    4.6    0.0    0.6    7.7   18.0  02:10    142
 31   14.2   16.9  12:20   12.2  00:00    4.1    0.0   17.6   13.4   33.1  02:55    353
---------------------------------------------------------------------------------------
      13.5   27.6     24    1.5     01  153.4    2.6   44.2   14.2   47.2     04    284
    
